,agent_type,scenario,reward,steps,interaction_num,duration,cost,datetime,duration_1000_steps_sec,episode_duration_sec,step_exec_times_sec
237,hm_llama3,2,-1.3130000000000002,1599,30,,0.0,2025-12-27_10-33-21,715.3292157649994,1198.48504447937,
238,hm_llama3,2,20.624,1199,19,,0.0,2025-12-27_10-53-45,863.6153371334076,1016.5290265083312,
239,hm_llama3,1,-51.322,1599,30,,0.0,2025-12-29_13-57-53,828.3065068721771,1362.5580949783323,
240,hm_llama3,0,66.968,1999,36,,0.0,2025-12-29_13-52-55,714.6475429534912,1676.6529359817505,
241,hm_llama3,3,-20.017000000000003,1399,24,,0.0,2025-12-30_03-57-22,654.4660520553589,1045.756740808487,
242,hm_llama3,3,-26.486,1699,30,,0.0,2025-12-30_03-59-37,780.8911490440369,1470.62974858284,
243,hm_llama3,3,4.436,1999,33,,0.0,2025-12-30_04-17-21,689.5608294010162,1613.60782456398,
244,hm_llama3,3,2.141,1399,25,,0.0,2025-12-30_04-26-39,915.8002922534944,1267.2696650028229,
245,hm_llama3,3,-19.861,1399,28,,0.0,2025-12-30_04-46-48,842.011176109314,1224.891937971115,
246,hm_llama3,3,9.345999999999998,1299,23,,0.0,2025-12-30_04-50-10,847.4360482692719,1136.160636663437,
247,hm_llama3,4,-12.351,1199,20,,0.0,2025-12-30_06-11-48,741.7908823490143,928.8863401412964,
248,hm_llama3,4,-18.414,1199,23,,0.0,2025-12-30_11-37-03,861.3201277256012,1037.3566682338717,
249,hm_llama3,4,56.61200000000001,1599,28,,0.0,2025-12-30_11-47-46,753.8331294059753,1345.472115278244,
250,hm_llama3,4,-9.061999999999996,1799,32,,0.0,2025-12-30_11-56-16,640.1205997467041,1281.3809747695925,
251,hm_llama3,4,-4.231,1399,24,,0.0,2025-12-30_12-19-53,612.483372926712,897.8955886363983,
252,hm_llama3,4,-19.161000000000005,1899,34,,0.0,2025-12-30_12-12-17,780.8878817558289,1600.992298603058,
253,hm_llama3,5,2.643,1099,12,,0.0,2025-12-31_02-58-08,599.6771223545074,687.4560110569,
254,hm_llama3,5,-8.437,1299,14,,0.0,2025-12-31_03-00-19,480.24139642715454,677.3728988170624,
255,hm_llama3,5,1.416,1099,11,,0.0,2025-12-31_03-11-49,575.3125581741333,668.0481989383698,
256,hm_llama3,5,11.19,1599,15,,0.0,2025-12-31_03-13-51,676.245087146759,973.5633156299592,
257,hm_llama3,5,8.802,1399,14,,0.0,2025-12-31_03-25-20,613.3388307094574,873.6800138950348,
258,hm_llama3,5,-0.3709999999999998,1099,9,,0.0,2025-12-31_04-51-39,628.7522437572479,671.2310631275177,
259,hm_llama3,6,-43.637,1299,22,,0.0,2025-12-31_04-56-42,678.411073923111,901.5001420974731,
260,hm_llama3,6,8.265,1699,29,,0.0,2025-12-31_05-04-59,829.7768268585205,1456.4942064285278,
261,hm_llama3,5,0.8930000000000006,1199,12,,0.0,2025-12-31_06-03-03,615.6037571430206,718.2878043651581,
262,hm_llama3,6,30.947000000000003,1399,24,,0.0,2025-12-31_06-03-27,728.1838865280151,1116.0748507976532,
263,hm_llama3,6,63.243,1699,30,,0.0,2025-12-31_06-17-36,750.0061731338501,1340.1441750526428,
264,hm_llama3,6,8.32,1399,26,,0.0,2025-12-31_06-24-24,898.5022079944611,1207.4166445732117,
265,hm_llama3,6,18.348,1199,21,,0.0,2025-12-31_06-42-09,819.1923065185547,984.964029788971,
266,hm_llama3,7,-35.45,1499,26,,0.0,2025-12-31_14-05-51,800.0926742553711,1283.7003469467163,
267,hm_llama3,7,30.197,1499,26,,0.0,2025-12-31_14-09-26,751.2189066410065,1149.465476989746,
268,hm_llama3,7,-29.268,1199,20,,0.0,2025-12-31_14-29-10,716.6578176021576,877.8815140724182,
269,hm_llama3,7,-71.21300000000002,1499,27,,0.0,2025-12-31_14-30-56,845.5422210693359,1221.8174512386322,
270,hm_llama3,7,-38.57599999999999,1399,26,,0.0,2025-12-31_15-56-28,807.3668234348297,1112.228874206543,
271,hm_llama3,7,67.254,2199,38,,0.0,2026-01-01_11-54-46,617.1685152053833,1532.3306245803833,
272,hm_llama3,0,-42.768,1099,19,,0.0,2026-01-01_13-28-23,716.0280599594116,767.0762047767639,
273,hm_llama3,0,26.645000000000003,1099,20,,0.0,2026-01-01_13-30-35,587.2571792602539,661.2234818935394,
274,hm_llama3,0,11.898,1099,21,,0.0,2026-01-01_13-43-12,776.5396373271942,840.3961832523346,
275,hm_llama3,0,-0.2869999999999999,1299,24,,0.0,2026-01-01_13-43-38,785.9012658596039,1071.9733860492706,
276,hm_llama3,0,20.491,1099,18,,0.0,2026-01-01_13-59-18,702.5018286705017,773.7606689929962,
277,hm_llama3,0,-26.449,1299,21,,0.0,2026-01-01_14-03-41,714.8379793167114,910.2577569484712,
278,hm_llama3,1,-3.065999999999999,1099,17,,0.0,2026-01-01_14-39-04,838.2605929374695,905.4939079284668,
279,hm_llama3,1,-32.963,1499,29,,0.0,2026-01-01_14-38-36,962.1333525180816,1282.132037401199,
280,hm_llama3,1,-4.548999999999999,1099,17,,0.0,2026-01-01_15-02-13,742.5466589927673,805.3479959964752,
281,hm_llama3,1,-11.225,1399,25,,0.0,2026-01-01_14-56-22,946.9352707862854,1234.0236976146698,
282,hm_llama3,1,-8.533,1099,17,,0.0,2026-01-01_15-17-51,687.6475961208344,759.6174101829529,
283,hm_llama3,1,-6.917,1099,21,,0.0,2026-01-01_15-19-02,838.46830534935,911.70068693161,
284,hm_llama3,2,-5.711999999999999,1199,19,,0.0,2026-01-01_16-08-28,676.8561317920685,800.715615272522,
285,hm_llama3,2,-39.791,1299,24,,0.0,2026-01-01_16-11-15,786.6628704071045,1057.4533367156982,
286,hm_llama3,2,1.6329999999999998,1199,19,,0.0,2026-01-01_16-24-32,620.555999994278,794.1958677768707,
287,hm_llama3,2,-56.038,1499,24,,0.0,2026-01-01_16-31-15,556.2179589271545,809.037132024765,
288,hm_llama3,2,-16.590999999999998,1399,22,,0.0,2026-01-02_07-16-08,687.9280731678009,1008.3084604740144,
289,hm_llama3,2,27.437,1199,22,,0.0,2026-01-02_13-16-05,749.1882271766663,910.1959342956544,
290,hm_llama3,3,35.109,1999,40,,0.0,2026-01-02_15-39-37,736.5545792579651,1542.1978726387024,
291,hm_llama3,3,-30.713,2099,41,,0.0,2026-01-02_15-42-40,604.3860149383545,1534.5508482456207,
292,hm_llama3,3,-0.819,1099,18,,0.0,2026-01-02_16-07-45,751.5100395679474,855.381353855133,
293,hm_llama3,3,1.632,1499,27,,0.0,2026-01-02_16-10-32,768.4303855895996,1203.8680329322815,
294,hm_llama3,4,11.138,1199,21,,0.0,2026-01-02_16-32-33,712.390421628952,906.778825044632,
295,hm_llama3,3,-0.9309999999999992,2099,42,,0.0,2026-01-02_16-24-06,834.9580340385437,1915.10883808136,
296,hm_llama3,4,22.872,1099,19,,0.0,2026-01-02_16-50-17,662.7947990894318,714.9361274242401,
297,hm_llama3,4,7.798999999999999,1199,22,,0.0,2026-01-02_16-58-16,890.7290508747101,1082.0303106307983,
298,hm_llama3,4,1.029,1099,20,,0.0,2026-01-02_17-04-31,682.5746674537659,747.4410502910614,
299,hm_llama3,4,-8.447000000000001,1099,20,,0.0,2026-01-02_17-18-47,715.139976978302,815.5009627342224,
300,hm_llama3,4,-41.652,1299,21,,0.0,2026-01-02_17-19-09,641.1639678478241,840.83829164505,
301,hm_llama3,5,10.609000000000002,1199,14,,0.0,2026-01-03_04-55-57,410.3180854320526,514.0631349086761,
302,hm_llama3,5,-24.751,1799,22,,0.0,2026-01-03_04-56-24,590.1439175605774,1025.9195013046265,
303,hm_llama3,5,3.035,1399,15,,0.0,2026-01-03_05-06-54,572.4124600887299,893.266428232193,
304,hm_llama3,5,5.709999999999999,1499,12,,0.0,2026-01-03_05-15-54,438.45059299468994,630.0540220737457,
305,hm_llama3,5,16.585,1299,15,,0.0,2026-01-03_05-23-45,485.3756079673767,670.0749890804291,
306,hm_llama3,5,5.019,1099,11,,0.0,2026-01-03_05-28-25,528.9977445602417,563.4374010562897,
307,hm_llama3,6,22.514,1199,20,,0.0,2026-01-03_05-39-47,628.5445313453674,751.4583358764648,
308,hm_llama3,6,6.481000000000001,1399,24,,0.0,2026-01-03_05-37-35,672.1376535892487,1003.2312524318696,
309,hm_llama3,6,35.525,1099,18,,0.0,2026-01-03_05-56-28,574.7019577026367,621.301575422287,
310,hm_llama3,6,-37.908,1399,24,,0.0,2026-01-03_05-54-20,639.4665668010712,953.7393255233764,
311,hm_llama3,6,44.773,1299,23,,0.0,2026-01-03_08-57-29,627.8293025493622,839.6492645740509,
312,hm_llama3,7,-4.422999999999998,1399,25,,0.0,2026-01-03_09-13-43,632.4142968654633,972.4168663024902,
313,hm_llama3,6,15.089,2399,42,,0.0,2026-01-03_08-56-46,769.815337896347,1994.7390530109408,
314,hm_llama3,7,-33.611,1599,28,,0.0,2026-01-03_09-31-51,645.4242517948151,949.471010684967,
315,hm_llama3,7,20.498,1099,21,,0.0,2026-01-03_09-49-59,660.241617679596,694.6605722904205,
316,hm_llama3,7,-51.011,2599,46,,0.0,2026-01-03_09-32-13,597.157529592514,1880.4866292476647,
317,hm_llama3,7,28.736,1399,26,,0.0,2026-01-03_14-19-03,661.8497052192688,974.8657648563384,
318,hm_llama3,7,19.803999999999995,1599,29,,0.0,2026-01-03_14-18-27,749.4513685703278,1078.615112543106,
319,hm_llama3,3,4.829,1199,21,,0.0,2026-01-04_04-35-10,730.7121186256409,849.6323373317719,
320,hm_llama3,7,-23.504,1199,18,,0.0,2026-01-15_16-11-34,540.2681031227112,703.5498924255371,
321,hm_llama3,7,-29.19400000000001,1199,20,,0.0,2026-01-15_16-47-16,650.562929391861,794.8546447753906,
322,hm_llama3,3,-9.614,1399,26,,0.0,2026-01-15_17-02-42,850.9510426521301,1152.3953504562378,
323,hm_llama3,3,49.733,1299,24,,0.0,2026-01-16_06-22-16,488.76527547836304,643.946043252945,
324,hm_llama3,4,40.704,1499,24,,0.0,2026-01-16_06-25-04,514.777729511261,834.4715514183044,
325,hm_llama3,4,32.026,1399,22,,0.0,2026-01-16_06-35-16,619.2462890148163,858.4352848529816,
326,hm_llama3,5,0.5759999999999998,1199,11,,0.0,2026-01-16_06-41-19,475.1801767349243,568.9788599014282,
327,hm_llama3,5,4.878999999999999,1199,13,,0.0,2026-01-16_06-51-48,483.0722863674164,620.9997019767761,
328,hm_llama3,6,-3.4460000000000006,1299,19,,0.0,2026-01-16_06-52-51,643.796225309372,903.3879883289336,
329,hm_llama3,6,-19.460000000000004,1699,28,,0.0,2026-01-16_07-04-24,661.9390525817871,1203.3147792816162,
330,hm_llama3,7,5.73,1599,31,,0.0,2026-01-16_07-09-49,727.7517247200012,1177.3798742294312,
331,hm_llama3,7,49.865,1999,33,,0.0,2026-01-16_07-26-48,549.2864151000977,1304.0952150821686,
332,hm_llama3,0,54.657,1399,24,,0.0,2026-01-16_15-39-08,530.7266745567322,708.9664697647095,
333,hm_llama3,0,16.592000000000002,1999,33,,0.0,2026-01-16_15-39-31,630.9510536193848,1309.1879189014437,
334,hm_llama3,1,-10.115,1499,26,,0.0,2026-01-16_15-54-09,684.5779254436493,922.4619450569152,
335,hm_llama3,1,-14.723999999999998,1099,19,,0.0,2026-01-16_16-03-34,714.7023544311523,749.2380373477936,
336,hm_llama3,2,0.4720000000000006,1099,19,,0.0,2026-01-16_16-11-41,770.1165533065796,853.8339092731476,
337,hm_llama3,2,15.178999999999998,1199,19,,0.0,2026-01-16_16-18-03,675.4116389751434,844.6029489040375,
